corpus_row,title,author,source,quality_tier,relevance_tier,confidence,keep_decision,judge_status,avg_rating_best,review_count_best,rating_source_best,evidence_urls,reason,red_flags,duplicate_group,suggested_canonical_title
75,The Essentials of Risk Management,"Michel Crouhy, Dan Galai, Robert Mark",google_books,KEEP_A,high,high,keep,ok,,,none,https://www.goodreads.com/en/book/show/394111.The_Essentials_of_Risk_Management; https://www.amazon.com/Essentials-Risk-Management-Definitive-Professional-ebook/dp/B000JMKPEA; https://prmia.org/Public/Public/Certificate/APRM_Certificate/The_Essentials_of_Risk_Management.aspx; https://www.amazon.com/Essentials-Risk-Management-3e/dp/1264258860; https://www.amazon.com/Essentials-Risk-Management-3e/dp/1264258860; https://www.abebooks.com/9780071429665/Essentials-Risk-Management-Crouhy-Michel-0071429662/plp; https://www.amazon.com/Essentials-Risk-Management-3e/dp/1264258860,"Canonical professional reference by highly credentialed authors (Crouhy, Galai, Mark), published by McGraw-Hill Professional, and adopted as official reading material for PRMIA's Associate PRM Exam. Endorsed by senior industry figures including former Allianz Group CRO and Edward Altman of NYU Stern, and described as an 'instant classic' upon first publication. Despite no retrievable star ratings, the institutional adoption, author credentials, and endorsements justify a KEEP_A override. Squarely relevant to financial risk management within Atlas's scope.",,73,The Essentials of Risk Management
76,Risk and Money Management for Day and Swing Trading,Wieland Arlt,google_books,KEEP_B,high,low,keep,ok,,,none,https://www.goodreads.com/book/show/53772787-risk-and-money-management-for-day-and-swing-trading; https://www.goodreads.com/book/show/53772786-risk-and-money-management-for-day-and-swing-trading; https://www.amazon.com/Risk-Money-Management-Swing-Trading/dp/398217760X; https://www.amazon.com/Risk-Money-Management-Swing-Trading-ebook/dp/B085L8H4FX; https://www.amazon.co.uk/Risk-Money-Management-Swing-Trading-ebook/dp/B085L8H4FX; https://www.perlego.com/book/3043147/risk-and-money-management-for-day-and-swing-trading-a-complete-guide-on-how-to-maximize-your-profits-and-minimize-your-risks-in-forex-futures-and-stock-trading-pdf; https://books.apple.com/us/book/risk-and-money-management-for-day-and-swing-trading/id1593710476,"Wieland Arlt is a credentialed author (CFTe®, economics degree, cited by Börse Online as one of Germany's most successful traders and reportedly former IFTA President), lending legitimacy to this otherwise unrated title. The book is an original work on risk and money management for day and swing trading, squarely within Atlas's scope. No ratings are available to confirm quality, and the self-published imprint reduces confidence, but the author's verifiable credentials and professional standing support a KEEP_B designation. Confidence is low due to the complete absence of numeric ratings or reading-list appearances.",self-published imprint (Torero Traders School); no retrievable ratings or review counts; subtitle includes 'maximize your profits' language,74,Risk and Money Management for Day and Swing Trading
77,Real-Time Risk,"Irene Aldridge, Steven Krawciw",google_books,KEEP_B,high,medium,keep,ok,3.92,12,goodreads,https://www.abebooks.com/9781119318965/Real-Time-Risk-What-Investors-Know-1119318963/plp; https://www.amazon.com/Real-Time-Risk-Investors-FinTech-High-Frequency/dp/1119318963; https://irenealdridge.com/ia/real-time-risk-book/; https://onlinelibrary.wiley.com/doi/book/10.1002/9781119319030; https://seekingalpha.com/article/4058785-aldridge-and-krawciw-real-time-risk; https://www.linkedin.com/pulse/real-time-risk-authors-irene-aldridge-steve-krawciw-albert-gagliardi,"Published by John Wiley & Sons with credentialed authors (Aldridge at Cornell/Cambridge, CFTC HFT committee; Krawciw from McKinsey/Credit Suisse), this is a legitimate specialist text on real-time risk management, market microstructure, and HFT — highly relevant to Atlas's scope. The Goodreads rating of 3.92 is weakly supported by only 12 reviews, but the reputable publisher and author credentials offset the thin rating evidence. No red flags detected; the book fills a niche gap in intraday/algorithmic risk management coverage.",,75,Real-Time Risk
78,Credit Derivatives,Geoff Chaplin,google_books,KEEP_B,high,medium,keep,ok,4.6,3,amazon,https://www.goodreads.com/book/show/84039.Credit_Derivatives; https://www.amazon.com/Credit-Derivatives-Management-Trading-Investing/dp/047002416X; https://www.amazon.com/Geoff-ChaplinsCredit-Derivatives-Investing-Management/dp/B004H2OSYQ; https://onlinelibrary.wiley.com/doi/book/10.1002/9781119208631; https://www.amazon.fr/Credit-Derivatives-Management-Trading-Investing/dp/047002416X,"Published by Wiley Finance and authored by a credentialed Cambridge/Oxford mathematician and actuary, this is a specialist practitioner text on credit derivatives that prompted a second edition in 2010, with industry endorsements calling it a 'must have' reference. Review counts are very sparse, limiting quantitative confidence, but the reputable publisher, credentialed author, and strong qualitative endorsements support keeping it as a credible specialist title. Highly relevant to Atlas's financial markets and trading scope.",,70,Credit Derivatives
79,Trading Risk,Kenneth L. Grant,google_books,KEEP_B,high,medium,keep,ok,4.18,40,goodreads,https://www.goodreads.com/book/show/1766780.Trading_Risk; https://www.goodreads.com/author/show/809588.Kenneth_L_Grant; https://www.amazon.com/Trading-Risk-Enhanced-Profitability-through/dp/0471650919; https://www.amazon.com/Trading-Risk-Enhanced-Profitability-Hardcover/dp/B00E82OS72; https://www.abebooks.com/9780471650911/Trading-Risk-Enhanced-Profitability-Control-0471650919/plp; https://www.amazon.co.uk/Trading-Risk-Enhanced-Profitability-Through/dp/0471650919,"Published by Wiley in the respected Wiley Trading series, authored by a credible hedge fund risk manager (Tudor Investments, SAC Capital) with hands-on experience. The 4.18 Goodreads rating is just below the strong-signal threshold but review count is modest at ~40, limiting confidence. Content is directly relevant to trading risk management — a core Atlas topic — and no red flags exist regarding quality or authenticity. Qualifies as a credible specialist title deserving a KEEP_B.",,76,Trading Risk
80,"Portfolio Management in Practice, Volume 1",CFA Institute,google_books,KEEP_A,high,high,keep,ok,,,none,https://www.goodreads.com/book/show/55838769-portfolio-management-in-practice-volume-1; https://www.goodreads.com/author/list/153140.CFA_Institute; https://www.amazon.com/Portfolio-Management-Practice-print-book/dp/1119743699; https://www.amazon.sg/Portfolio-Management-Practice-Investment/dp/1119743699; https://www.wiley.com/en-us/Portfolio+Management+in+Practice%2C+Volume+1%3A+Investment+Management-p-9781119743729; https://cdn.finexetf.com/docs/CFA_Institute_Investment_Series_CFA_Institute_Portfolio_Management.pdf,"Published by the CFA Institute and John Wiley & Sons as part of the authoritative CFA Institute Investment Series, this is a primary professional curriculum text covering the full portfolio management process at a graduate/practitioner level. The absence of numerical ratings is not disqualifying given the canonical status of the CFA Institute as the global standard-setter for investment professionals. The book is substantive, not a summary or workbook, and is widely recognized as core reading for investment management professionals and CFA candidates. Canonical override applies based on publisher credibility, institutional authorship, and professional relevance.",,77,"Portfolio Management in Practice, Volume 1"
81,Portfolio Management,"John Bonner, Marcus Rees, Edward Ivanovic",google_books,REVIEW_C,high,low,review,ok,5.0,1,amazon,https://www.amazon.com/Portfolio-Management-Market-Class-Guide-Investment/dp/0857194801; https://www.amazon.eg/John-Bonner/dp/0857194801; https://www.harriman-house.com/portfolio-management; https://books.google.com/books?id=JDjDCAAAQBAJ; https://www.goodreads.com/shelf/show/portfolio-management,"Published by credible Harriman House and authored by practitioners with Goldman Sachs and Thomson Reuters backgrounds, giving it baseline legitimacy in the portfolio management space. However, the near-total absence of any public review record (1 rating on Amazon.eg, no Goodreads presence, no reading-list appearances) makes it impossible to assess quality with confidence. The book is topically highly relevant to Atlas's investing/fund management scope, but insufficient evidence exists to confidently assign KEEP_B or above without human review.",virtually no public review footprint; only 1 rating found across all sources; 168-page length may indicate limited depth,78,Portfolio Management
82,"Portfolio Management in Practice, Volume 2",CFA Institute,google_books,KEEP_A,high,high,keep,ok,,,none,"https://www.goodreads.com/book/show/55475688-portfolio-management-in-practice-volume-2; https://www.amazon.com/Portfolio-Management-Practice-Allocation-Investment/dp/1119787963; https://www.wiley.com/en-us/Portfolio+Management+in+Practice,+Volume+2:+Asset+Allocation-p-9781119787969; https://www.amazon.co.uk/Portfolio-Management-Practice-Allocation-Investment/dp/1119787963","Published by the CFA Institute and John Wiley & Sons as part of the official CFA Institute Investment Series, this volume on asset allocation is a canonical, institutionally authoritative textbook used in professional investment education worldwide. The absence of public ratings is expected for a formal curriculum text and does not diminish its credibility. The content is directly and deeply relevant to portfolio management, asset allocation, and investing. No red flags are present; this qualifies for canonical override based on the publisher's global standing and the book's role in the CFA curriculum.",,79,"Portfolio Management in Practice, Volume 2"
83,Pioneering Portfolio Management,David F. Swensen,google_books,KEEP_A,high,high,keep,ok,4.16,1352,goodreads,https://www.goodreads.com/book/show/17371.Pioneering_Portfolio_Management; https://www.amazon.com/Pioneering-Portfolio-Management-Unconventional-Institutional/dp/1416544690; https://www.simonandschuster.com/books/Pioneering-Portfolio-Management/David-F-Swensen/9781416544692; https://www.amazon.com/Pioneering-Portfolio-Management-Unconventional-Institutional/dp/1416544690; https://medium.com/emily-c-h-li/pioneering-portfolio-management-david-swensen-book-review-de6b76fdb733; https://shepherd.com/books-like/pioneering-portfolio-management,"Pioneering Portfolio Management is a canonical institutional investing text by David Swensen, Yale's legendary CIO who delivered 16.1% annualized returns over two decades. The book carries strong endorsements from Peter Bernstein, Burton Malkiel, and Barton Biggs, and holds a solid 4.16 Goodreads rating across 1,352 ratings. It is widely cited on reputable investment reading lists and represents a foundational work on endowment management, asset allocation, and alternative investments. No red flags; this is a must-keep primary work.",,80,Pioneering Portfolio Management
84,"Portfolio Management in Practice, Volume 2",CFA Institute,google_books,KEEP_A,high,high,keep,ok,,,none,"https://www.goodreads.com/book/show/55475688-portfolio-management-in-practice-volume-2; https://www.amazon.com/Portfolio-Management-Practice-Allocation-Investment/dp/1119787963; https://www.wiley.com/en-us/Portfolio+Management+in+Practice,+Volume+2:+Asset+Allocation-p-9781119787969; https://www.perlego.com/book/2026854/portfolio-management-in-practice-volume-2-asset-allocation-pdf","Published by the CFA Institute under the authoritative CFA Institute Investment Series with John Wiley & Sons, this is a primary curriculum text on asset allocation—not a summary or workbook. The CFA Institute is a globally recognized, credible body setting professional standards for investment professionals, and this volume covers asset allocation comprehensively at graduate and practitioner levels. No ratings are available but canonical override applies given the publisher's authority and the book's role in a widely used professional curriculum. Highly relevant to Atlas's investing/portfolio management scope.",,79,"Portfolio Management in Practice, Volume 2"
